"","location","type.name","player.name","shot.outcome.name"
"467","116, 29","Shot","Jefferson Agustín Farfán Guadalupe","Off T"
"468","105, 44","Shot","Ousmane Dembélé","Off T"
"469","87, 43","Shot","José Paolo Guerrero González","Saved"
"470","97, 40","Shot","Blaise Matuidi","Off T"
"471","107, 30","Shot","José Paolo Guerrero González","Off T"
"472","106, 32","Shot","Olivier Giroud","Blocked"
"473","114, 38","Shot","Thomas Delaney","Off T"
"474","101, 53","Shot","Tom Rogić","Blocked"
"475","113, 42","Shot","Mathew Leckie","Off T"
"476","104, 39","Shot","Christian Dannemann Eriksen","Goal"
"477","88, 38","Shot","Pione Sisto Ifolo Emirmija","Saved"
"478","93, 33","Shot","Tom Rogić","Off T"
"479","113, 42","Shot","Nicolai Jørgensen","Off T"
"480","111, 44","Shot","Robbie Kruse","Blocked"
"481","92, 40","Shot","Aaron Mooy","Blocked"
"482","110, 41","Shot","Mathew Leckie","Blocked"
"483","109, 41","Shot","Mile Jedinak","Goal"
"484","108, 32","Shot","Jens Stryger Larsen","Saved"
"485","107, 40","Shot","Pione Sisto Ifolo Emirmija","Blocked"
"486","94, 26","Shot","Aaron Mooy","Off T"
"487","94, 47","Shot","Tom Rogić","Saved"
"488","96, 27","Shot","Pione Sisto Ifolo Emirmija","Off T"
"489","104, 59","Shot","Mathew Leckie","Saved"
"490","108, 42","Shot","Mathew Leckie","Wayward"
"491","106, 34","Shot","Andreas Evald Cornelius","Saved"
"492","114, 24","Shot","Daniel Arzani","Saved"
"493","107, 37","Shot","Mathew Leckie","Saved"
"494","97, 47","Shot","Christian Dannemann Eriksen","Off T"
"495","105, 29","Shot","Martin Braithwaite Christensen","Saved"
"496","98, 51","Shot","Philippe Coutinho Correia","Off T"
"497","88, 59","Shot","Cristian Gamboa Luna","Off T"
"498","107, 48","Shot","Celso Borges Mora","Off T"
"499","82, 27","Shot","Bryan Oviedo","Blocked"
"500","106, 25","Shot","Thiago Emiliano da Silva","Off T"
"501","99, 22","Shot","Marcelo Vieira da Silva Júnior","Blocked"
"502","97, 20","Shot","Marcelo Vieira da Silva Júnior","Off T"
"503","92, 23","Shot","Philippe Coutinho Correia","Off T"
"504","100, 52","Shot","Willian Borges da Silva","Off T"
"505","96, 23","Shot","Marcelo Vieira da Silva Júnior","Saved"
"506","117, 39","Shot","Neymar da Silva Santos Junior","Blocked"
"507","112, 40","Shot","Gabriel Fernando de Jesus","Post"
"508","105, 41","Shot","Philippe Coutinho Correia","Blocked"
"509","110, 42","Shot","Neymar da Silva Santos Junior","Saved"
"510","103, 48","Shot","Philippe Coutinho Correia","Saved"
"511","104, 40","Shot","Óscar Esau Duarte Gaitán","Wayward"
"512","108, 31","Shot","Gabriel Fernando de Jesus","Blocked"
"513","100, 24","Shot","Neymar da Silva Santos Junior","Saved"
"514","111, 44","Shot","Thiago Emiliano da Silva","Wayward"
"515","112, 41","Shot","Carlos Henrique Casimiro","Saved"
"516","98, 38","Shot","Neymar da Silva Santos Junior","Off T"
"517","108, 27","Shot","Neymar da Silva Santos Junior","Blocked"
"518","89, 28","Shot","Philippe Coutinho Correia","Saved"
"519","96, 46","Shot","Carlos Henrique Casimiro","Saved"
"520","113, 38","Shot","Philippe Coutinho Correia","Goal"
"521","112, 32","Shot","Roberto Firmino Barbosa de Oliveira","Off T"
"522","115, 42","Shot","Neymar da Silva Santos Junior","Goal"
"523","92, 40","Shot","Gylfi Þór Sigurðsson","Saved"
"524","99, 39","Shot","Gylfi Þór Sigurðsson","Saved"
"525","104, 39","Shot","Kenneth Josiah Omeruo","Wayward"
"526","114, 27","Shot","Birkir Bjarnason","Blocked"
"527","109, 24","Shot","Birkir Bjarnason","Off T"
"528","113, 40","Shot","Alfreð Finnbogason","Off T"
"529","113, 51","Shot","Jón Daði Böðvarsson","Off T"
"530","96, 47","Shot","Oghenekaro Etebo","Saved"
"531","112, 46","Shot","Ahmed Musa","Goal"
"532","84, 26","Shot","Onyinye Wilfred Ndidi","Saved"
"533","106, 61","Shot","Victor Moses","Off T"
"534","99, 28","Shot","Rúrik Gíslason","Off T"
"535","101, 55","Shot","Victor Moses","Blocked"
"536","95, 38","Shot","Oghenekaro Etebo","Blocked"
"537","107, 48","Shot","William Troost-Ekong","Off T"
"538","112, 43","Shot","Leon-Aderemi Balogun","Off T"
"539","98, 54","Shot","Kelechi Promise Iheanacho","Blocked"
"540","101, 27","Shot","Ahmed Musa","Post"
"541","104, 50","Shot","Victor Moses","Off T"
"542","113, 41","Shot","Ahmed Musa","Goal"
"543","92, 39","Shot","William Troost-Ekong","Blocked"
"544","108, 40","Shot","Gylfi Þór Sigurðsson","Off T"
"545","98, 48","Shot","Kelechi Promise Iheanacho","Off T"
"546","112, 27","Shot","Alfreð Finnbogason","Saved"
"547","91, 42","Shot","Onyinye Wilfred Ndidi","Blocked"
"548","107, 41","Shot","Sverrir Ingi Ingason","Off T"
"549","103, 39","Shot","Alex Iwobi","Blocked"
"550","84, 51","Shot","Granit Xhaka","Off T"
"551","114, 38","Shot","Aleksandar Mitrović","Saved"
"552","108, 37","Shot","Filip Kostić","Wayward"
"553","115, 39","Shot","Aleksandar Mitrović","Goal"
"554","95, 58","Shot","Xherdan Shaqiri","Blocked"
"555","111, 38","Shot","Blerim Džemaili","Off T"
"556","104, 33","Shot","Aleksandar Mitrović","Off T"
"557","100, 52","Shot","Sergej Milinković-Savić","Off T"
"558","104, 32","Shot","Aleksandar Mitrović","Off T"
"559","100, 41","Shot","Xherdan Shaqiri","Blocked"
"560","97, 51","Shot","Stephan Lichtsteiner","Blocked"
"561","113, 37","Shot","Manuel Obafemi Akanji","Off T"
"562","111, 39","Shot","Blerim Džemaili","Saved"
"563","113, 44","Shot","Fabian Lukas Schär","Off T"
"564","99, 49","Shot","Dušan Tadić","Saved"
"565","109, 43","Shot","Aleksandar Mitrović","Off T"
"566","118, 32","Shot","Nemanja Matić","Off T"
"567","100, 49","Shot","Dušan Tadić","Off T"
"568","98, 18","Shot","Ricardo Iván Rodríguez Araya","Wayward"
"569","114, 43","Shot","Aleksandar Mitrović","Off T"
"570","106, 55","Shot","Xherdan Shaqiri","Blocked"
"571","95, 22","Shot","Granit Xhaka","Goal"
"572","107, 62","Shot","Xherdan Shaqiri","Post"
"573","104, 29","Shot","Adem Ljajić","Blocked"
"574","86, 40","Shot","Breel-Donald Embolo","Saved"
"575","86, 36","Shot","Xherdan Shaqiri","Off T"
"576","110, 43","Shot","Mario Gavranović","Saved"
"577","94, 30","Shot","Ricardo Iván Rodríguez Araya","Blocked"
"578","108, 37","Shot","Manuel Obafemi Akanji","Blocked"
"579","111, 31","Shot","Xherdan Shaqiri","Goal"
"580","99, 33","Shot","Xherdan Shaqiri","Off T"
"581","113, 42","Shot","Julian Draxler","Blocked"
"582","104, 40","Shot","Jonas Hector","Blocked"
"583","106, 40","Shot","Marcus Berg","Saved"
"584","97, 53","Shot","Jérôme Boateng","Blocked"
"585","105, 43","Shot","Marcus Berg","Blocked"
"586","92, 42","Shot","Sebastian Rudy","Blocked"
"587","112, 48","Shot","Ola Toivonen","Goal"
"588","94, 28","Shot","İlkay Gündoğan","Saved"
"589","96, 62","Shot","Jérôme Boateng","Off T"
"590","107, 47","Shot","Marcus Berg","Saved"
"591","112, 40","Shot","Marco Reus","Goal"
"592","101, 29","Shot","Toni Kroos","Blocked"
"593","111, 54","Shot","Thomas Müller","Off T"
"594","112, 30","Shot","Jonas Hector","Saved"
"595","105, 29","Shot","Toni Kroos","Blocked"
"596","93, 38","Shot","Toni Kroos","Blocked"
"597","106, 22","Shot","Marco Reus","Blocked"
"598","105, 26","Shot","Toni Kroos","Wayward"
"599","98, 20","Shot","Emil Forsberg","Saved"
"600","109, 49","Shot","Timo Werner","Off T"
"601","110, 45","Shot","Andreas Granqvist","Saved"
"602","111, 40","Shot","Mario Gómez García","Saved"
"603","101, 46","Shot","Julian Brandt","Post"
"604","107, 59","Shot","John Guidetti","Saved"
"605","111, 20","Shot","Toni Kroos","Goal"
"606","100, 51","Shot","Thomas Meunier","Saved"
"607","108, 40","Shot","Eden Hazard","Goal"
"608","109, 24","Shot","Axel Witsel","Blocked"
"609","110, 44","Shot","Eden Hazard","Saved"
"610","101, 21","Shot","Yannick Ferreira Carrasco","Saved"
"611","104, 33","Shot","Romelu Lukaku Menama","Goal"
"612","112, 41","Shot","Dylan Bronn","Goal"
"613","107, 33","Shot","Yannick Ferreira Carrasco","Saved"
"614","102, 56","Shot","Toby Alderweireld","Off T"
"615","100, 34","Shot","Axel Witsel","Blocked"
"616","106, 69","Shot","Wahbi Khazri","Off T"
"617","101, 45","Shot","Ferjani Sassi","Off T"
"618","88, 26","Shot","Wahbi Khazri","Saved"
"619","96, 37","Shot","Fakhreddine Ben Youssef","Off T"
"620","117, 27","Shot","Saîf-Eddine Khaoui","Blocked"
"621","112, 45","Shot","Romelu Lukaku Menama","Goal"
"622","115, 48","Shot","Toby Alderweireld","Off T"
"623","113, 44","Shot","Wahbi Khazri","Wayward"
"624","99, 24","Shot","Anice Badri","Saved"
"625","109, 38","Shot","Eden Hazard","Goal"
"626","112, 37","Shot","Fakhreddine Ben Youssef","Wayward"
"627","94, 55","Shot","Ferjani Sassi","Off T"
"628","109, 42","Shot","Anice Badri","Wayward"
"629","102, 29","Shot","Yannick Ferreira Carrasco","Off T"
"630","97, 30","Shot","Eden Hazard","Off T"
"631","101, 16","Shot","Wahbi Khazri","Blocked"
"632","101, 45","Shot","Naïm Sliti","Blocked"
"633","100, 30","Shot","Anice Badri","Saved"
"634","93, 41","Shot","Saîf-Eddine Khaoui","Wayward"
"635","114, 29","Shot","Michy Batshuayi Tunga","Blocked"
"636","104, 23","Shot","Yannick Ferreira Carrasco","Saved"
"637","114, 39","Shot","Michy Batshuayi Tunga","Post"
"638","108, 58","Shot","Thomas Meunier","Off T"
"639","113, 39","Shot","Michy Batshuayi Tunga","Saved"
"640","113, 54","Shot","Michy Batshuayi Tunga","Blocked"
"641","94, 56","Shot","Axel Witsel","Off T"
"642","113, 35","Shot","Michy Batshuayi Tunga","Goal"
"643","63, 42","Shot","Wahbi Khazri","Off T"
"644","103, 37","Shot","Michy Batshuayi Tunga","Off T"
"645","111, 44","Shot","Wahbi Khazri","Goal"
"646","112, 41","Shot","Edson Omar Álvarez Velázquez","Wayward"
"647","107, 45","Shot","Javier Hernández Balcázar","Off T"
"648","111, 49","Shot","Carlos Joel Salcedo Hernández","Saved"
"649","109, 51","Shot","Heung-Min Son","Blocked"
"650","111, 49","Shot","Heung-Min Son","Blocked"
"651","98, 49","Shot","Heung-Min Son","Blocked"
"652","109, 44","Shot","Sung-Yeung Ki","Saved"
"653","109, 41","Shot","Carlos Alberto Vela Garrido","Goal"
"654","105, 42","Shot","Miguel Arturo Layún Prado","Saved"
"655","87, 41","Shot","Heung-Min Son","Off T"
"656","118, 30","Shot","Heung-Min Son","Saved"
"657","108, 26","Shot","Hirving Rodrigo Lozano Bahena","Off T"
"658","94, 48","Shot","Seon-Min Moon","Blocked"
"659","99, 32","Shot","Heung-Min Son","Blocked"
"660","100, 28","Shot","Hirving Rodrigo Lozano Bahena","Off T"
"661","90, 46","Shot","Javier Hernández Balcázar","Off T"
"662","110, 47","Shot","Seon-Min Moon","Blocked"
"663","105, 68","Shot","Jae-Sung Lee","Saved"
"664","103, 18","Shot","Sung-Yeung Ki","Saved"
"665","96, 46","Shot","José Andrés Guardado Hernández","Blocked"
"666","104, 36","Shot","José Andrés Guardado Hernández","Saved"
"667","100, 39","Shot","Hirving Rodrigo Lozano Bahena","Blocked"
"668","104, 38","Shot","Jae-Sung Lee","Blocked"
"669","101, 58","Shot","Carlos Alberto Vela Garrido","Off T"
"670","111, 32","Shot","Javier Hernández Balcázar","Goal"
"671","99, 40","Shot","Hee-Chan Hwang","Saved"
"672","88, 52","Shot","Sung-Yeung Ki","Blocked"
"673","95, 49","Shot","Jae-Sung Lee","Blocked"
"674","94, 40","Shot","Heung-Min Son","Off T"
"675","96, 47","Shot","Héctor Miguel Herrera López","Off T"
"676","97, 54","Shot","Heung-Min Son","Goal"
"677","81, 40","Shot","Edgar Yoel Bárcenas Herrera","Off T"
"678","102, 32","Shot","Aníbal Cesis Godoy","Off T"
"679","109, 42","Shot","John Stones","Goal"
"680","96, 49","Shot","Edgar Yoel Bárcenas Herrera","Off T"
"681","109, 41","Shot","Harry Kane","Goal"
"682","98, 34","Shot","Jesse Lingard","Goal"
"683","115, 40","Shot","Raheem Shaquille Sterling","Saved"
"684","118, 36","Shot","John Stones","Goal"
"685","100, 40","Shot","Jesse Lingard","Blocked"
"686","109, 41","Shot","Harry Kane","Goal"
"687","97, 51","Shot","Ruben Loftus-Cheek","Blocked"
"688","105, 49","Shot","Harry Kane","Goal"
"689","115, 51","Shot","Michael Amir Murillo Bermudez","Saved"
"690","104, 45","Shot","Jordan Brian Henderson","Off T"
"691","116, 36","Shot","Román Aureliano Torres Morcillo","Off T"
"692","109, 44","Shot","Felipe Abdiel Baloy Ramírez","Goal"
"693","93, 30","Shot","Raheem Shaquille Sterling","Off T"
"694","106, 41","Shot","Blas Antonio Miguel Pérez Ortega","Blocked"
"695","94, 20","Shot","José Luis Rodríguez Francis","Off T"
"696","104, 21","Shot","Dawid Kownacki","Blocked"
"697","115, 39","Shot","Robert Lewandowski","Wayward"
"698","95, 52","Shot","Santiago Arias Naranjo","Blocked"
"699","95, 52","Shot","Piotr Zieliński","Blocked"
"700","82, 30","Shot","Juan Guillermo Cuadrado Bello","Off T"
"701","116, 38","Shot","Yerry Fernando Mina González","Goal"
"702","105, 55","Shot","Bartosz Bereszyński","Off T"
"703","112, 44","Shot","Robert Lewandowski","Off T"
"704","85, 57","Shot","Juan Fernando Quintero Paniagua","Off T"
"705","102, 51","Shot","Radamel Falcao García Zárate","Off T"
"706","105, 53","Shot","James David Rodríguez Rubio","Blocked"
"707","98, 35","Shot","Juan Fernando Quintero Paniagua","Blocked"
"708","88, 50","Shot","Juan Guillermo Cuadrado Bello","Off T"
"709","110, 29","Shot","Robert Lewandowski","Saved"
"710","112, 41","Shot","Robert Lewandowski","Blocked"
"711","108, 47","Shot","Radamel Falcao García Zárate","Goal"
"712","94, 50","Shot","Piotr Zieliński","Off T"
"713","105, 38","Shot","Juan Guillermo Cuadrado Bello","Goal"
"714","109, 34","Shot","Łukasz Teodorczyk","Blocked"
"715","116, 33","Shot","Grzegorz Krychowiak","Blocked"
"716","118, 47","Shot","Andrés Mateus Uribe Villa","Blocked"
"717","89, 15","Shot","James David Rodríguez Rubio","Off T"
"718","91, 33","Shot","Robert Lewandowski","Saved"
"719","92, 50","Shot","Jefferson Andrés Lerma Solís","Blocked"
"720","87, 40","Shot","Youssouf Sabaly","Off T"
"721","110, 23","Shot","Youssouf Sabaly","Saved"
"722","116, 38","Shot","Sadio Mané","Goal"
"723","116, 63","Shot","M""Baye Babacar Niang","Saved"
"724","95, 34","Shot","Makoto Hasebe","Blocked"
"725","108, 43","Shot","Ismaïla Sarr","Saved"
"726","112, 42","Shot","Alfred John Momar N""Diaye","Wayward"
"727","108, 29","Shot","Takashi Inui","Goal"
"728","102, 53","Shot","M""Baye Babacar Niang","Saved"
"729","101, 57","Shot","Genki Haraguchi","Off T"
"730","112, 37","Shot","Yūya Ōsako","Saved"
"731","104, 54","Shot","M""Baye Babacar Niang","Off T"
"732","99, 37","Shot","Papa Alioune N""Diaye","Off T"
"733","96, 50","Shot","M""Baye Babacar Niang","Saved"
"734","108, 23","Shot","Takashi Inui","Post"
"735","115, 36","Shot","M""Baye Babacar Niang","Wayward"
"736","114, 52","Shot","Moussa Wagué","Goal"
"737","111, 43","Shot","Yūya Ōsako","Blocked"
"738","113, 43","Shot","Keisuke Honda","Goal"
"739","115, 43","Shot","Cheikh N""Doye","Off T"
"740","102, 41","Shot","Salif Sané","Blocked"
"741","112, 45","Shot","Mame Biram Diouf","Off T"
"742","112, 27","Shot","Cristiano Ronaldo dos Santos Aveiro","Saved"
"743","101, 29","Shot","Vahid Amiri","Off T"
"744","102, 35","Shot","João Mário Naval da Costa Eduardo","Off T"
"745","95, 55","Shot","Cristiano Ronaldo dos Santos Aveiro","Blocked"
"746","100, 39","Shot","José Miguel da Rocha Fonte","Blocked"
"747","114, 35","Shot","Kléper Laveran Lima Ferreira","Off T"
"748","103, 34","Shot","André Miguel Valente Silva","Wayward"
"749","93, 23","Shot","Ramin Rezaeian","Off T"
"750","117, 50","Shot","José Miguel da Rocha Fonte","Wayward"
"751","109, 47","Shot","Saeid Ezatolahi Afagh","Saved"
"752","83, 34","Shot","Cristiano Ronaldo dos Santos Aveiro","Saved"
"753","112, 55","Shot","Ricardo Andrade Quaresma Bernardo","Off T"
"754","102, 58","Shot","Ricardo Andrade Quaresma Bernardo","Goal"
"755","108, 40","Shot","Cristiano Ronaldo dos Santos Aveiro","Saved"
"756","111, 36","Shot","Sardar Azmoun","Wayward"
"757","93, 30","Shot","Raphaël Adelino José Guerreiro","Blocked"
"758","97, 35","Shot","Cristiano Ronaldo dos Santos Aveiro","Off T"
"759","96, 24","Shot","Adrien Sebastian Perruchet Silva","Off T"
"760","98, 38","Shot","Saman Ghoddos","Off T"
"761","95, 51","Shot","André Miguel Valente Silva","Off T"
"762","113, 32","Shot","Sardar Azmoun","Blocked"
"763","109, 41","Shot","Karim Ansarifard","Goal"
"764","97, 45","Shot","Saman Ghoddos","Blocked"
"765","113, 33","Shot","Mehdi Taremi","Off T"
"766","87, 30","Shot","Matías Vecino Falero","Off T"
"767","101, 36","Shot","Luis Alberto Suárez Díaz","Goal"
"768","103, 32","Shot","Denis Cheryshev","Saved"
"769","96, 24","Shot","Diego Sebastián Laxalt Suárez","Blocked"
"770","111, 45","Shot","Rodrigo Bentancur Colmán","Saved"
"771","94, 45","Shot","Edinson Roberto Cavani Gómez","Blocked"
"772","111, 57","Shot","Rodrigo Bentancur Colmán","Blocked"
"773","59, 32","Shot","Diego Roberto Godín Leal","Off T"
"774","105, 33","Shot","Edinson Roberto Cavani Gómez","Off T"
"775","96, 55","Shot","Roman Zobnin","Blocked"
"776","105, 52","Shot","Artem Dzyuba","Off T"
"777","94, 25","Shot","Cristian Gabriel Rodríguez Barrotti","Saved"
"778","116, 42","Shot","José Martín Cáceres Silva","Wayward"
"779","107, 47","Shot","Edinson Roberto Cavani Gómez","Blocked"
"780","101, 22","Shot","Cristian Gabriel Rodríguez Barrotti","Saved"
"781","114, 39","Shot","Diego Roberto Godín Leal","Saved"
"782","119, 39","Shot","Edinson Roberto Cavani Gómez","Goal"
"783","113, 44","Shot","Giorgian Daniel De Arrascaeta Benedetti","Wayward"
"784","91, 31","Shot","Lucas Torreira Di Pascua","Blocked"
"785","98, 56","Shot","Hussain Al Mogahwi","Off T"
"786","94, 26","Shot","Salem Mohammed Al Dawsari","Off T"
"787","102, 23","Shot","Marwan Mohsen","Wayward"
"788","99, 44","Shot","Salem Mohammed Al Dawsari","Off T"
"789","101, 48","Shot","Mohamed Salah","Goal"
"790","107, 38","Shot","Mohamed Salah","Off T"
"791","86, 36","Shot","Hattan Babhir","Saved"
"792","100, 22","Shot","Yasir Gharsan Al Shahrani","Off T"
"793","95, 60","Shot","Mohammed Al Burayk","Off T"
"794","105, 30","Shot","Mahmoud Ibrahim Hassan","Off T"
"795","101, 29","Shot","Mahmoud Ibrahim Hassan","Off T"
"796","103, 45","Shot","Salman Mohammed Al Faraj","Blocked"
"797","108, 40","Shot","Fahad Mosaed Al Muwallad Al Harbi","Saved"
"798","104, 45","Shot","Abdullah Ibrahim Otayf","Blocked"
"799","108, 40","Shot","Salman Mohammed Al Faraj","Goal"
"800","112, 54","Shot","Hattan Babhir","Off T"
"801","108, 40","Shot","Mahmoud Ibrahim Hassan","Off T"
"802","100, 61","Shot","Hussain Al Mogahwi","Blocked"
"803","90, 49","Shot","Hattan Babhir","Off T"
"804","96, 41","Shot","Hussain Al Mogahwi","Off T"
"805","110, 49","Shot","Hussain Al Mogahwi","Saved"
"806","115, 49","Shot","Mohanad Aseri Abu Radiah","Saved"
"807","98, 51","Shot","Mohamed Naser Elsayed Elneny","Off T"
"808","88, 43","Shot","Salman Mohammed Al Faraj","Off T"
"809","102, 22","Shot","Amr Medhat Warda","Blocked"
"810","95, 30","Shot","Mohammed Al Burayk","Blocked"
"811","116, 30","Shot","Salem Mohammed Al Dawsari","Saved"
"812","101, 58","Shot","Abdullah Ibrahim Otayf","Blocked"
"813","116, 53","Shot","Salem Mohammed Al Dawsari","Goal"
"814","107, 45","Shot","Khalid Boutaïb","Goal"
"815","97, 27","Shot","Andrés Iniesta Luján","Off T"
"816","114, 38","Shot","Francisco Román Alarcón Suárez","Goal"
"817","112, 45","Shot","Gerard Piqué Bernabéu","Saved"
"818","102, 34","Shot","Andrés Iniesta Luján","Blocked"
"819","114, 34","Shot","Khalid Boutaïb","Saved"
"820","106, 31","Shot","Diego da Silva Costa","Wayward"
"821","112, 38","Shot","Sergio Busquets i Burgos","Off T"
"822","94, 30","Shot","Hakim Ziyech","Off T"
"823","116, 37","Shot","Diego da Silva Costa","Wayward"
"824","117, 50","Shot","Mbark Boussoufa","Off T"
"825","99, 43","Shot","Francisco Román Alarcón Suárez","Wayward"
"826","97, 60","Shot","Nordin Amrabat","Post"
"827","87, 53","Shot","Gerard Piqué Bernabéu","Off T"
"828","110, 52","Shot","Nabil Dirar","Wayward"
"829","106, 51","Shot","Thiago Alcântara do Nascimento","Wayward"
"830","115, 37","Shot","Francisco Román Alarcón Suárez","Blocked"
"831","111, 40","Shot","Gerard Piqué Bernabéu","Off T"
"832","110, 52","Shot","David Josué Jiménez Silva","Wayward"
"833","101, 31","Shot","Thiago Alcântara do Nascimento","Off T"
"834","88, 27","Shot","Sergio Ramos García","Off T"
"835","112, 50","Shot","Hakim Ziyech","Blocked"
"836","110, 40","Shot","Youssef En-Nesyri","Goal"
"837","113, 41","Shot","Rodrigo Moreno Machado","Wayward"
"838","114, 34","Shot","Marco Asensio Willemsen","Off T"
"839","116, 44","Shot","Iago Aspas Juncal","Goal"
"840","101, 46","Shot","Mateo Kovačić","Blocked"
"841","112, 34","Shot","Hörður Björgvin Magnússon","Off T"
"842","94, 19","Shot","Gylfi Þór Sigurðsson","Saved"
"843","104, 36","Shot","Birkir Bjarnason","Blocked"
"844","105, 41","Shot","Birkir Bjarnason","Blocked"
"845","95, 41","Shot","Ivan Perišić","Off T"
"846","91, 40","Shot","Marko Pjaca","Blocked"
"847","103, 45","Shot","Alfreð Finnbogason","Off T"
"848","87, 46","Shot","Luka Modrić","Off T"
"849","85, 35","Shot","Emil Hallfreðsson","Off T"
"850","108, 42","Shot","Birkir Bjarnason","Saved"
"851","104, 56","Shot","Aron Einar Gunnarsson","Saved"
"852","93, 49","Shot","Milan Badelj","Post"
"853","106, 40","Shot","Milan Badelj","Goal"
"854","117, 48","Shot","Hörður Björgvin Magnússon","Wayward"
"855","113, 39","Shot","Sverrir Ingi Ingason","Saved"
"856","113, 42","Shot","Sverrir Ingi Ingason","Post"
"857","101, 61","Shot","Johann Berg Guðmunds­son","Blocked"
"858","108, 60","Shot","Gylfi Þór Sigurðsson","Off T"
"859","91, 34","Shot","Andrej Kramarić","Blocked"
"860","112, 33","Shot","Birkir Bjarnason","Off T"
"861","100, 19","Shot","Josip Pivarić","Off T"
"862","109, 41","Shot","Gylfi Þór Sigurðsson","Goal"
"863","98, 60","Shot","Johann Berg Guðmunds­son","Saved"
"864","95, 55","Shot","Ivan Perišić","Off T"
"865","104, 16","Shot","Ivan Rakitić","Off T"
"866","104, 33","Shot","Andrej Kramarić","Off T"
"867","111, 28","Shot","Ivan Perišić","Goal"
"868","101, 41","Shot","Ivan Rakitić","Off T"
"869","114, 38","Shot","Aron Einar Gunnarsson","Blocked"
"870","97, 53","Shot","Mile Jedinak","Off T"
"871","95, 46","Shot","Tom Rogić","Blocked"
"872","104, 53","Shot","André Martín Carrillo Díaz","Goal"
"873","112, 42","Shot","Mathew Leckie","Wayward"
"874","109, 37","Shot","José Paolo Guerrero González","Saved"
"875","105, 40","Shot","Tom Rogić","Saved"
"876","83, 33","Shot","Víctor Yoshimar Yotún Flores","Off T"
"877","116, 43","Shot","Trent Sainsbury","Off T"
"878","115, 34","Shot","Trent Sainsbury","Off T"
"879","111, 36","Shot","José Paolo Guerrero González","Goal"
"880","113, 50","Shot","Mile Jedinak","Saved"
"881","96, 61","Shot","Aaron Mooy","Blocked"
"882","113, 52","Shot","Trent Sainsbury","Wayward"
"883","116, 39","Shot","Mile Jedinak","Wayward"
"884","111, 51","Shot","Tim Cahill","Wayward"
"885","107, 32","Shot","Aziz Eraltay Behich","Off T"
"886","110, 35","Shot","Tim Cahill","Blocked"
"887","112, 50","Shot","Mathew Leckie","Blocked"
"888","96, 31","Shot","Daniel Arzani","Off T"
"889","93, 36","Shot","Mile Jedinak","Off T"
"890","106, 28","Shot","Olivier Giroud","Saved"
"891","112, 42","Shot","Raphaël Varane","Off T"
"892","99, 60","Shot","Ousmane Dembélé","Off T"
"893","101, 60","Shot","Antoine Griezmann","Saved"
"894","96, 59","Shot","Ousmane Dembélé","Off T"
"895","95, 51","Shot","Christian Dannemann Eriksen","Blocked"
"896","92, 53","Shot","Antoine Griezmann","Saved"
"897","81, 44","Shot","Christian Dannemann Eriksen","Saved"
"898","92, 40","Shot","Thomas Lemar","Blocked"
"899","101, 37","Shot","Christian Dannemann Eriksen","Off T"
"900","91, 33","Shot","Viktor Fischer","Blocked"
"901","104, 66","Shot","Henrik Dalsgaard","Blocked"
"902","101, 19","Shot","Nabil Fekir","Off T"
"903","108, 33","Shot","Olivier Giroud","Off T"
"904","102, 54","Shot","Olivier Giroud","Off T"
"905","96, 49","Shot","Nabil Fekir","Saved"
"906","98, 38","Shot","Oghenekaro Etebo","Blocked"
"907","105, 28","Shot","Nicolás Alejandro Tagliafico","Off T"
"908","97, 24","Shot","Ahmed Musa","Off T"
"909","112, 50","Shot","Lionel Andrés Messi Cuccittini","Goal"
"910","112, 52","Shot","Gonzalo Gerardo Higuaín","Saved"
"911","100, 29","Shot","Lionel Andrés Messi Cuccittini","Post"
"912","111, 26","Shot","Ángel Fabián Di María Hernández","Blocked"
"913","93, 49","Shot","Oghenekaro Etebo","Wayward"
"914","103, 48","Shot","Leon-Aderemi Balogun","Saved"
"915","109, 41","Shot","Victor Moses","Goal"
"916","93, 40","Shot","Onyinye Wilfred Ndidi","Off T"
"917","108, 47","Shot","Odion Jude Ighalo","Off T"
"918","105, 23","Shot","Nicolás Alejandro Tagliafico","Wayward"
"919","108, 36","Shot","Gonzalo Gerardo Higuaín","Off T"
"920","116, 29","Shot","Odion Jude Ighalo","Saved"
"921","94, 53","Shot","Oghenekaro Etebo","Off T"
"922","107, 37","Shot","Faustino Marcos Alberto Rojo","Goal"
"923","104, 37","Shot","Philippe Coutinho Correia","Blocked"
"924","114, 28","Shot","Gabriel Fernando de Jesus","Saved"
"925","96, 46","Shot","Filip Kostić","Blocked"
"926","108, 43","Shot","Aleksandar Mitrović","Wayward"
"927","117, 30","Shot","Neymar da Silva Santos Junior","Saved"
"928","114, 29","Shot","Gabriel Fernando de Jesus","Blocked"
"929","110, 42","Shot","Aleksandar Mitrović","Off T"
"930","106, 39","Shot","José Paulo Bezzera Maciel Júnior","Goal"
"931","95, 45","Shot","Dušan Tadić","Off T"
"932","101, 18","Shot","Neymar da Silva Santos Junior","Off T"
"933","96, 50","Shot","Sergej Milinković-Savić","Blocked"
"934","111, 28","Shot","Neymar da Silva Santos Junior","Saved"
"935","112, 41","Shot","Aleksandar Mitrović","Blocked"
"936","104, 28","Shot","Sergej Milinković-Savić","Off T"
"937","113, 37","Shot","Aleksandar Mitrović","Saved"
