player_name,games,team_title,time,League,goals per 90 mins,npg per 90 mins,npxG per 90 mins,shots per 90 mins,xG per 90 mins,xGBuildup per 90 mins,xGChain per 90 mins
Phil Bardsley,19,Burnley,1677,English Premier League,0.0,0.0,0.013547355812276203,0.6440071556350626,0.013547355812276203,0.1527305263592753,0.21004988260447235
Peter Crouch,6,Burnley,73,English Premier League,0.0,0.0,0.7541200292794265,6.164383561643835,0.7541200292794265,0.5831972254465704,1.1693051345136067
Fabian Delph,11,Manchester City,723,English Premier League,0.0,0.0,0.008690077231818215,0.4979253112033195,0.008690077231818215,0.6008637548111285,0.6101689194000607
Samir Nasri,5,West Ham,244,English Premier League,0.0,0.0,0.0482983680319835,1.1065573770491803,0.0482983680319835,0.1474627428001068,0.2264959908655432
Harry Arter,25,Cardiff,2033,English Premier League,0.0,0.0,0.035629873450312245,1.0181997048696507,0.035629873450312245,0.10383251370963824,0.1450701878693338
Steven Davis,3,Southampton,96,English Premier League,0.0,0.0,0.0,0.0,0.0,0.1206096913665533,0.5004359409213066
Kyle Walker-Peters,6,Tottenham,372,English Premier League,0.0,0.0,0.08390594574232255,0.4838709677419355,0.08390594574232255,0.3449218989079517,0.49960685398189286
Carl Jenkinson,3,Arsenal,166,English Premier League,0.0,0.0,0.0,0.0,0.0,0.6654234419027008,0.6654234419027008
Phil Jones,18,Manchester United,1266,English Premier League,0.0,0.0,0.039227199056560955,0.3554502369668246,0.039227199056560955,0.25273115925879275,0.2717935255070998
Joe Bennett,30,Cardiff,2648,English Premier League,0.0,0.0,0.017718769422819518,0.33987915407854985,0.017718769422819518,0.02587552432440716,0.05402710406233492
Alex Oxlade-Chamberlain,2,Liverpool,17,English Premier League,0.0,0.0,2.4695503887008217,5.294117647058823,2.4695503887008217,6.653309709885542,7.266795284607832
Paulo Gazzaniga,3,Tottenham,270,English Premier League,0.0,0.0,0.0,0.0,0.0,0.14625490953524908,0.14625490953524908
Mason Holgate,5,Everton,407,English Premier League,0.0,0.0,0.0,0.0,0.0,0.15074865210627456,0.15074865210627456
Joseph Gomez,16,Liverpool,1052,English Premier League,0.0,0.0,0.019580678918714078,0.42775665399239543,0.019580678918714078,0.4061681884889821,0.4327508895711074
Tyrone Mings,5,Bournemouth,137,English Premier League,0.0,0.0,0.0,0.0,0.0,0.04164349750010637,0.04164349750010637
Jack Wilshere,8,West Ham,384,English Premier League,0.0,0.0,0.04167717299424111,0.46875,0.04167717299424111,0.14690858355606906,0.25786219630390406
Tom Davies,16,Everton,973,English Premier League,0.0,0.0,0.02900474772760827,0.6474820143884893,0.02900474772760827,0.24575786823971546,0.31196198430972877
Jonjoe Kenny,10,Everton,791,English Premier League,0.0,0.0,0.009677259654145778,0.3413400758533502,0.009677259654145778,0.22343772462323103,0.3232980218589984
Davide Zappacosta,4,Chelsea,119,English Premier League,0.0,0.0,0.11540651697070659,1.5126050420168067,0.11540651697070659,0.5709208560590985,0.7841374831540243
Antonio Barreca,1,Newcastle United,3,English Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wesley Hoedt,13,Southampton,1170,English Premier League,0.0,0.0,0.04500823066784785,0.46153846153846156,0.04500823066784785,0.14834907937508363,0.1492045126282252
Emerson,10,Chelsea,653,English Premier League,0.0,0.0,0.03761633354913769,0.6891271056661562,0.03761633354913769,0.5513064122857215,0.5539060355510683
Alisson,38,Liverpool,3420,English Premier League,0.0,0.0,0.0,0.0,0.0,0.20015798567941312,0.20015798567941312
Stephan Lichtsteiner,14,Arsenal,953,English Premier League,0.0,0.0,0.001738699776553407,0.0944386149003148,0.001738699776553407,0.150244265505487,0.1568225350969736
Adam Masina,14,Watford,1004,English Premier League,0.0,0.0,0.004756703752044782,0.2689243027888446,0.004756703752044782,0.10103676102654748,0.1261265954722565
Tom Heaton,19,Burnley,1710,English Premier League,0.0,0.0,0.003095261360469617,0.052631578947368425,0.003095261360469617,0.03498985745797032,0.03676460614722026
Matthew Lowton,21,Burnley,1743,English Premier League,0.0,0.0,0.042814559474741325,0.2065404475043029,0.042814559474741325,0.11911890073559164,0.17331346112869284
Ben Mee,38,Burnley,3420,English Premier League,0.0,0.0,0.03018099750931326,0.5526315789473685,0.03018099750931326,0.08526072680558029,0.08570996073907927
Stephen Ward,3,Burnley,235,English Premier League,0.0,0.0,0.030049443879026045,0.3829787234042553,0.030049443879026045,0.006991027993090609,0.02480280335913313
Steven Defour,6,Burnley,459,English Premier League,0.0,0.0,0.0,0.0,0.0,0.10579364849071876,0.10928111917832319
Nathaniel Chalobah,9,Watford,264,English Premier League,0.0,0.0,0.027099242857234043,0.6818181818181819,0.027099242857234043,0.27374246750365605,0.3008417116308754
Dominic Solanke,10,Bournemouth,322,English Premier League,0.0,0.0,0.2222469880286118,3.0745341614906834,0.2222469880286118,0.17623887379995043,0.4593262657442171
Andrew Robertson,36,Liverpool,3223,English Premier League,0.0,0.0,0.024059648246146342,0.44678870617437166,0.024059648246146342,0.46658156473759427,0.6094916231914075
Javier Manquillo,18,Newcastle United,1098,English Premier League,0.0,0.0,0.006806268738430054,0.16393442622950818,0.006806268738430054,0.16014132099073444,0.21634198419871875
Christian Kabasele,21,Watford,1585,English Premier League,0.0,0.0,0.08761444874695423,0.45425867507886436,0.08761444874695423,0.14135253015752847,0.1442401466732522
Alfie Mawson,15,Fulham,1124,English Premier League,0.0,0.0,0.025535089782442486,0.16014234875444838,0.025535089782442486,0.1575729955034165,0.1575729955034165
Georges-Kévin Nkoudou,1,Tottenham,3,English Premier League,0.0,0.0,0.0,0.0,0.0,0.0,18.23236584663391
Vincent Janssen,3,Tottenham,34,English Premier League,0.0,0.0,0.8086153338937199,7.9411764705882355,0.8086153338937199,0.0,0.8086153338937199
Eric Bailly,12,Manchester United,639,English Premier League,0.0,0.0,0.035188905370067546,0.4225352112676056,0.035188905370067546,0.4217139873522478,0.4217139873522478
Kevin Long,6,Burnley,514,English Premier League,0.0,0.0,0.005377480426824974,0.17509727626459143,0.005377480426824974,0.03347883457571616,0.10458104892231612
Rob Holding,10,Arsenal,807,English Premier League,0.0,0.0,0.01342863149137745,0.22304832713754646,0.01342863149137745,0.26972568057283597,0.2711255809631489
Ben Hamer,7,Huddersfield,552,English Premier League,0.0,0.0,0.0,0.0,0.0,0.014737842037625935,0.014737842037625935
Arthur Masuaku,23,West Ham,1759,English Premier League,0.0,0.0,0.00378872573401116,0.2046617396247868,0.00378872573401116,0.1518688062571239,0.1801166201096119
Stefano Okaka,2,Watford,18,English Premier League,0.0,0.0,2.7759028039872646,10.0,2.7759028039872646,0.0,3.295288309454918
Ramadan Sobhi,4,Huddersfield,68,English Premier League,0.0,0.0,0.0,0.0,0.0,0.05618147853323641,0.2904466295833974
Nampalys Mendy,31,Leicester,2085,English Premier League,0.0,0.0,0.002888025220135133,0.08633093525179857,0.002888025220135133,0.12933588151237088,0.13496178404675968
Lewis Cook,13,Bournemouth,718,English Premier League,0.0,0.0,0.016775239702615068,0.5013927576601671,0.016775239702615068,0.270015422597237,0.28707101793238543
Martín Montoya,25,Brighton,2165,English Premier League,0.0,0.0,0.007778738128498851,0.3325635103926097,0.007778738128498851,0.151332762522524,0.18055607617228325
Vicente Iborra,8,Leicester,220,English Premier League,0.0,0.0,0.1118543337691914,0.8181818181818181,0.1118543337691914,0.09426649795337157,0.09426649795337157
Sergio Rico,29,Fulham,2610,English Premier League,0.0,0.0,0.0,0.0,0.0,0.07879722593673345,0.08143411461135437
Vicente Guaita,20,Crystal Palace,1754,English Premier League,0.0,0.0,0.0,0.0,0.0,0.028496610803557233,0.028496610803557233
Mateo Kovacic,32,Chelsea,1756,English Premier League,0.0,0.0,0.10340989199265467,1.4350797266514808,0.10340989199265467,0.3076784184482585,0.44881135177563086
Denis Suárez,4,Arsenal,59,English Premier League,0.0,0.0,0.0,0.0,0.0,0.06650440079175818,0.06650440079175818
Mat Ryan,34,Brighton,3060,English Premier League,0.0,0.0,0.0,0.0,0.0,0.02804551835117095,0.02804551835117095
Fabri,2,Fulham,180,English Premier League,0.0,0.0,0.0,0.0,0.0,0.27173024415969854,0.27173024415969854
Erik Durm,28,Huddersfield,2049,English Premier League,0.0,0.0,0.012355425161899969,0.43923865300146414,0.012355425161899969,0.08309065263396563,0.1053840605921138
Oleksandr Zinchenko,14,Manchester City,1153,English Premier League,0.0,0.0,0.016331170376225442,0.546400693842151,0.016331170376225442,0.6651220378261592,0.7361490901717908
Maxime Le Marchand,26,Fulham,2251,English Premier League,0.0,0.0,0.006278674844329699,0.19991115059973344,0.006278674844329699,0.2023604013164776,0.22639264808971846
Benjamin Mendy,10,Manchester City,900,English Premier League,0.0,0.0,0.02257156334817409,0.7,0.02257156334817409,0.6811544314026832,0.8096011504530908
Jonas Lössl,31,Huddersfield,2778,English Premier League,0.0,0.0,0.0,0.0,0.0,0.029783236832392136,0.04166547158737034
Serge Aurier,8,Tottenham,566,English Premier League,0.0,0.0,0.021772879067242356,0.6360424028268551,0.021772879067242356,0.3988642215254871,0.5283865837426363
Lazar Markovic,1,Fulham,42,English Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.02919586109263557
Jazz Richards,4,Cardiff,117,English Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed Diamé,29,Newcastle United,2172,English Premier League,0.0,0.0,0.04367112481801961,0.8287292817679559,0.04367112481801961,0.1818328857221203,0.2126589605780267
Sam Gallagher,4,Southampton,30,English Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Ecuele Manga,38,Cardiff,3374,English Premier League,0.0,0.0,0.0322641487491152,0.26674570243034973,0.0322641487491152,0.024927469747716247,0.02867371536168603
Kepa,36,Chelsea,3240,English Premier League,0.0,0.0,0.0,0.0,0.0,0.15046233808000886,0.15046233808000886
Diego Rico,12,Bournemouth,600,English Premier League,0.0,0.0,0.027133352123200897,1.3499999999999999,0.027133352123200897,0.09872883036732674,0.1882948048878461
Florian Lejeune,12,Newcastle United,1057,English Premier League,0.0,0.0,0.02354844817812418,0.5960264900662252,0.02354844817812418,0.19401970288611403,0.2002301510483337
Marc Navarro,2,Watford,87,English Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florent Hadergjonaj,24,Huddersfield,1843,English Premier League,0.0,0.0,0.010863468344047932,0.29300054259359737,0.010863468344047932,0.06671040479095812,0.11278055148422557
Bernardo,22,Brighton,1740,English Premier League,0.0,0.0,0.0182524791693893,0.41379310344827586,0.0182524791693893,0.08903396832917271,0.11922259092459393
Caglar Söyüncü,6,Leicester,373,English Premier League,0.0,0.0,0.01347379743972988,0.48257372654155495,0.01347379743972988,0.12554904361113148,0.12554904361113148
Angus Gunn,12,Southampton,1080,English Premier League,0.0,0.0,0.0,0.0,0.0,0.027831777309377987,0.027831777309377987
Ademola Lookman,21,Everton,575,English Premier League,0.0,0.0,0.24557764575533245,1.8782608695652177,0.24557764575533245,0.3445920381857002,0.6790761017281077
Josh Sims,7,Southampton,205,English Premier League,0.0,0.0,0.33751806435061665,2.1951219512195124,0.33751806435061665,0.18097310386052948,0.8253344010289123
Aaron Wan-Bissaka,35,Crystal Palace,3136,English Premier League,0.0,0.0,0.010711156391320104,0.2582908163265306,0.010711156391320104,0.1464137775474228,0.20374130372704027
Angel Gomes,2,Manchester United,23,English Premier League,0.0,0.0,0.41843438035120134,7.826086956521739,0.41843438035120134,0.6811014983965002,1.0995358714590902
Sam Surridge,2,Bournemouth,9,English Premier League,0.0,0.0,3.793920278549193,20.0,3.793920278549193,0.0,4.172488152980804
Yves Bissouma,28,Brighton,1757,English Premier League,0.0,0.0,0.0911763933946802,1.5879339783722253,0.0911763933946802,0.16263837392315245,0.25491833551132215
Adama Diakhaby,12,Huddersfield,560,English Premier League,0.0,0.0,0.13993015579347098,1.125,0.13993015579347098,0.04474112211859652,0.2125835782582206
Matteo Guendouzi,33,Arsenal,2132,English Premier League,0.0,0.0,0.020359379316262527,0.6754221388367729,0.020359379316262527,0.5127791914998032,0.5813320413909812
Fousseni Diabate,1,Leicester,55,English Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.1231920434670015
Tommy Smith,15,Huddersfield,1138,English Premier League,0.0,0.0,0.005993611704695622,0.23725834797891038,0.005993611704695622,0.0657426362025743,0.09235218470925972
Chris Löwe,29,Huddersfield,2052,English Premier League,0.0,0.0,0.02155864117013519,0.7894736842105263,0.02155864117013519,0.0700559029192255,0.13603381220284
Collin Quaner,2,Huddersfield,34,English Premier League,0.0,0.0,0.0,0.0,0.0,0.2873965536298997,0.2873965536298997
Rajiv van La Parra,5,Huddersfield,411,English Premier League,0.0,0.0,0.05190487787888868,1.094890510948905,0.05190487787888868,0.02280263434143832,0.08584019122985156
Danny Williams,5,Huddersfield,94,English Premier League,0.0,0.0,0.01489075326776885,0.9574468085106382,0.01489075326776885,0.06552085736171996,0.08041161062948882
Laurent Depoitre,23,Huddersfield,1039,English Premier League,0.0,0.0,0.23146028766682852,2.598652550529355,0.23146028766682852,0.007934793901627055,0.23635934775693415
Joel Coleman,1,Huddersfield,90,English Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan Bednarek,25,Southampton,2150,English Premier League,0.0,0.0,0.03529521891370762,0.20930232558139533,0.03529521891370762,0.15267005804926154,0.1740851001207565
Charlie Taylor,38,Burnley,3238,English Premier League,0.0,0.0,0.0030302125621193576,0.16676961087090797,0.0030302125621193576,0.10729765073684461,0.12236637335990852
Bruno,14,Brighton,1150,English Premier League,0.0,0.0,0.005242257549063018,0.1565217391304348,0.005242257549063018,0.13342665501100864,0.17400261036565767
Ederson,38,Manchester City,3420,English Premier League,0.0,0.0,0.0,0.0,0.0,0.19867378336034322,0.19997712842335827
Jacob Murphy,9,Newcastle United,293,English Premier League,0.0,0.0,0.010160105620787412,0.6143344709897611,0.010160105620787412,0.0,0.19711260054476634
Gaëtan Bong,22,Brighton,1802,English Premier League,0.0,0.0,0.003470176103195127,0.09988901220865705,0.003470176103195127,0.17633802819786207,0.18523520835521284
José Izquierdo,15,Brighton,803,English Premier League,0.0,0.0,0.06972692934691832,1.681195516811955,0.06972692934691832,0.034350192413235066,0.12753731029509457
Abdelhamid Sabiri,2,Huddersfield,51,English Premier League,0.0,0.0,0.0,0.0,0.0,0.04612917957060477,0.04612917957060477
Jonathan Hogg,29,Huddersfield,2392,English Premier League,0.0,0.0,0.009596522307228983,0.3010033444816054,0.009596522307228983,0.0809076557210008,0.10238962344526248
Jack Simpson,6,Bournemouth,407,English Premier League,0.0,0.0,0.08168043751791303,0.44226044226044225,0.08168043751791303,0.0771147028270752,0.0771147028270752
Hamza Choudhury,9,Leicester,597,English Premier League,0.0,0.0,0.07155262018043793,0.6030150753768845,0.07155262018043793,0.161594510752352,0.2993679348959695
Ben Johnson,1,West Ham,64,English Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franck Zambo,22,Fulham,1515,English Premier League,0.0,0.0,0.038789087777385614,1.2475247524752475,0.038789087777385614,0.37606392985228265,0.4080331211190412
Callum Hudson-Odoi,10,Chelsea,390,English Premier League,0.0,0.0,0.22883031517267227,1.3846153846153846,0.22883031517267227,0.25031574213734037,0.788607721718458
Emerson Hyndman,1,Bournemouth,34,English Premier League,0.0,0.0,0.0,0.0,0.0,0.13857092489214506,0.13857092489214506
Adrien Silva,2,Leicester,86,English Premier League,0.0,0.0,0.0,0.0,0.0,0.12169593208751012,0.12169593208751012
Alexander Sørloth,12,Crystal Palace,156,English Premier League,0.0,0.0,0.26478172978386283,2.3076923076923075,0.26478172978386283,0.11196232902315947,0.7035708140868407
Martin Dubravka,38,Newcastle United,3420,English Premier League,0.0,0.0,0.0,0.0,0.0,0.0971504501067102,0.0971504501067102
Joe Willock,2,Arsenal,66,English Premier League,0.0,0.0,0.1808966899460012,2.7272727272727275,0.1808966899460012,0.0,0.1808966899460012
Grady Diangana,17,West Ham,602,English Premier League,0.0,0.0,0.09538701546697126,1.495016611295681,0.09538701546697126,0.18636985765491607,0.34350458718217486
Rafael Camacho,1,Liverpool,1,English Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Konstantinos Mavropanos,4,Arsenal,149,English Premier League,0.0,0.0,0.05795469720091596,1.2080536912751678,0.05795469720091596,0.198488394986063,0.198488394986063
Luke Amos,1,Tottenham,1,English Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neil Etheridge,38,Cardiff,3420,English Premier League,0.0,0.0,0.0,0.0,0.0,0.03876157014287616,0.041195468486923924
Lee Peltier,20,Cardiff,1539,English Premier League,0.0,0.0,0.0021038526854319874,0.05847953216374269,0.0021038526854319874,0.09671185710276776,0.0979208795909296
Joe Ralls,28,Cardiff,1961,English Premier League,0.0,0.0,0.027931480768693763,1.055583885772565,0.06286528735140919,0.11869587110567312,0.17073399780060733
Gary Madine,5,Cardiff,23,English Premier League,0.0,0.0,0.0,0.0,0.0,0.25353365699234215,0.25353365699234215
Greg Cunningham,7,Cardiff,630,English Premier League,0.0,0.0,0.009539855910199029,0.2857142857142857,0.009539855910199029,0.03650905750691891,0.06190312440906253
Cyrus Christie,28,Fulham,1932,English Premier League,0.0,0.0,0.017938174188761796,0.5590062111801242,0.017938174188761796,0.18881391279792747,0.2241506693040177
Joe Bryan,28,Fulham,2364,English Premier League,0.0,0.0,0.020779965747960934,0.799492385786802,0.020779965747960934,0.18708267138070114,0.2724999666620556
Kevin McDonald,15,Fulham,843,English Premier League,0.0,0.0,0.011676369645894634,0.42704626334519574,0.011676369645894634,0.1950537100487332,0.21082448816172172
Stefan Johansen,12,Fulham,406,English Premier League,0.0,0.0,0.008779600941635705,0.22167487684729065,0.008779600941635705,0.15971027608281874,0.1712679989599242
Ibrahima Cissé,3,Fulham,85,English Premier League,0.0,0.0,0.0,0.0,0.0,0.020247248384882427,0.020247248384882427
Neeskens Kebano,7,Fulham,93,English Premier League,0.0,0.0,0.04814093992594749,0.967741935483871,0.04814093992594749,0.04256411635827634,0.09070505628422386
Alireza Jahanbakhsh,19,Brighton,1021,English Premier League,0.0,0.0,0.0618415877649909,1.851126346718903,0.0618415877649909,0.03984617592035323,0.09820454675488967
David Button,4,Brighton,360,English Premier League,0.0,0.0,0.0,0.0,0.0,0.032661513425409794,0.032661513425409794
Rui Patrício,37,Wolverhampton Wanderers,3330,English Premier League,0.0,0.0,0.0,0.0,0.0,0.03197015394028779,0.03197015394028779
Conor Coady,38,Wolverhampton Wanderers,3420,English Premier League,0.0,0.0,0.0,0.0,0.0,0.17839613944096,0.17875104745555867
Léo Bonatini,7,Wolverhampton Wanderers,117,English Premier League,0.0,0.0,1.1897146615844507,6.923076923076923,1.1897146615844507,0.7111807683339486,1.9691198777693968
Rúben Vinagre,17,Wolverhampton Wanderers,697,English Premier League,0.0,0.0,0.05819515278362476,0.5164992826398852,0.05819515278362476,0.25087063779340923,0.40165607244246665
Morgan Gibbs-White,26,Wolverhampton Wanderers,628,English Premier League,0.0,0.0,0.14223842522734478,1.1464968152866242,0.14223842522734478,0.2807106192455075,0.5203978238022251
Mohamed Elyounoussi,16,Southampton,786,English Premier League,0.0,0.0,0.2525800918691031,2.2900763358778624,0.2525800918691031,0.11974239110491658,0.4043404590196282
Marcus Bettinelli,7,Fulham,630,English Premier League,0.0,0.0,0.0,0.0,0.0,0.05556527578404971,0.05556527578404971
Denis Odoi,31,Fulham,2591,English Premier League,0.0,0.0,0.025012577782895104,0.34735623311462754,0.025012577782895104,0.1421188606781039,0.15758337459118263
Tim Ream,26,Fulham,2057,English Premier League,0.0,0.0,0.0008550932378257775,0.04375303840544482,0.0008550932378257775,0.11028371294928689,0.12075909720819786
Oliver Skipp,8,Tottenham,207,English Premier League,0.0,0.0,0.0249215223543022,0.8695652173913043,0.0249215223543022,0.20995985878550488,0.20995985878550488
Loïc Damour,2,Cardiff,17,English Premier League,0.0,0.0,0.16543275512316652,5.294117647058823,0.16543275512316652,2.2214636173756683,2.3868964316652104
Ben Wilmot,2,Watford,24,English Premier League,0.0,0.0,0.0,0.0,0.0,0.34026430919766426,0.34026430919766426
Diogo Dalot,16,Manchester United,1015,English Premier League,0.0,0.0,0.06341878870694802,1.3300492610837438,0.06341878870694802,0.210219472316392,0.3921633897798842
Xande Silva,1,West Ham,15,English Premier League,0.0,0.0,0.4183383285999298,12.0,0.4183383285999298,0.0,0.5018017888069153
Tyreke Johnson,1,Southampton,1,English Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bukayo Saka,1,Arsenal,6,English Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kayne Ramsay,1,Southampton,90,English Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Kilman,1,Wolverhampton Wanderers,1,English Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callum Slattery,3,Southampton,107,English Premier League,0.0,0.0,0.08482857633416896,0.8411214953271028,0.08482857633416896,0.1378045419109202,0.22263312451193268
