player_name,games,team_title,time,League,goals per 90 mins,npg per 90 mins,npxG per 90 mins,shots per 90 mins,xG per 90 mins,xGBuildup per 90 mins,xGChain per 90 mins
Manuel Gulde,21,Freiburg,1714,Bundesliga,0.052508751458576426,0.052508751458576426,0.0317025552813481,0.31505250875145857,0.0317025552813481,0.10212020605124422,0.10724078053162979
Felix Götze,6,Augsburg,117,Bundesliga,0.7692307692307693,0.7692307692307693,0.8404551102564884,1.5384615384615385,0.8404551102564884,0.0,0.0
Weston McKennie,24,Schalke 04,1745,Bundesliga,0.051575931232091685,0.051575931232091685,0.13382985882653206,1.2893982808022924,0.13382985882653206,0.16318411956992226,0.2990815480717359
Haji Wright,7,Schalke 04,194,Bundesliga,0.4639175257731959,0.4639175257731959,0.5754222342571647,1.3917525773195876,0.5754222342571647,0.0,0.30498887844306904
Nordi Mukiele,19,RasenBallsport Leipzig,1231,Bundesliga,0.07311129163281885,0.07311129163281885,0.04462489337757969,0.5848903330625508,0.04462489337757969,0.3104346013112731,0.39369727974374735
Amine Harit,18,Schalke 04,1085,Bundesliga,0.08294930875576037,0.08294930875576037,0.09041406709511983,0.9953917050691244,0.09041406709511983,0.185420433548601,0.37261081078360164
Moussa Niakhate,33,Mainz 05,2788,Bundesliga,0.032281205164992825,0.032281205164992825,0.06102829293710001,0.32281205164992827,0.06102829293710001,0.18798169908427784,0.19362704243131484
Ludwig Augustinsson,34,Werder Bremen,3032,Bundesliga,0.029683377308707123,0.029683377308707123,0.04808113731488114,0.6233509234828496,0.04808113731488114,0.2942258000341895,0.3370474260804148
Konrad Laimer,29,RasenBallsport Leipzig,1875,Bundesliga,0.048,0.048,0.1317506746798754,0.672,0.1317506746798754,0.2215595156997442,0.38384635443985465
Robin Koch,24,Freiburg,1898,Bundesliga,0.04741833508956796,0.04741833508956796,0.05147315842934637,0.5216016859852477,0.05147315842934637,0.12870894963838342,0.13796633544198392
Törles Knöll,16,Nuernberg,357,Bundesliga,0.25210084033613445,0.25210084033613445,0.27708181000056387,1.7647058823529411,0.27708181000056387,0.054497956728734885,0.3504096281503429
Ibrahima Konaté,28,RasenBallsport Leipzig,2431,Bundesliga,0.03702180172768408,0.03702180172768408,0.05727164325480939,0.48128342245989303,0.05727164325480939,0.261391251758262,0.2687941981515537
Manuel Akanji,25,Borussia Dortmund,2206,Bundesliga,0.04079782411604714,0.04079782411604714,0.015355942066647418,0.3263825929283771,0.015355942066647418,0.42053663831268345,0.4428502184052631
Linton Maina,20,Hannover 96,1444,Bundesliga,0.062326869806094184,0.062326869806094184,0.11550885036979852,1.3088642659279779,0.11550885036979852,0.09280737068947827,0.35385298065407794
Lukas Mühl,31,Nuernberg,2790,Bundesliga,0.03225806451612903,0.03225806451612903,0.03992861458250593,0.3870967741935484,0.03992861458250593,0.1099917561176323,0.12050299136148346
Alexander Fuchs,9,Nuernberg,656,Bundesliga,0.13719512195121952,0.13719512195121952,0.0768312383670269,1.2347560975609757,0.0768312383670269,0.2878870284355178,0.4003327321431531
Yuya Kubo,22,Nuernberg,1367,Bundesliga,0.06583760058522312,0.06583760058522312,0.1417154070445021,1.9092904169714704,0.1417154070445021,0.19849155235820298,0.3645477109147888
Evan Ndicka,27,Eintracht Frankfurt,2304,Bundesliga,0.0390625,0.0390625,0.055977710580918945,0.5078125,0.055977710580918945,0.22992320991761514,0.23313270976359493
Jean Zimmer,18,Fortuna Duesseldorf,1444,Bundesliga,0.062326869806094184,0.062326869806094184,0.04568305737248666,0.6232686980609418,0.04568305737248666,0.2060275847721752,0.3679313777669893
Kevin Stöger,25,Fortuna Duesseldorf,2124,Bundesliga,0.0423728813559322,0.0423728813559322,0.10082387215442072,1.3983050847457628,0.10082387215442072,0.3038974086975016,0.47423212031312917
Virgil Misidjan,23,Nuernberg,1545,Bundesliga,0.05825242718446602,0.05825242718446602,0.1599566532136167,1.3398058252427185,0.1599566532136167,0.049862656308319965,0.19448707939930335
Michael Lang,17,Borussia M.Gladbach,1269,Bundesliga,0.07092198581560284,0.07092198581560284,0.16517044249789933,0.7801418439716312,0.16517044249789933,0.23954772159245843,0.35966707974778006
Alphonso Davies,6,Bayern Munich,66,Bundesliga,1.3636363636363638,1.3636363636363638,0.24709919636899774,2.7272727272727275,0.24709919636899774,0.7839452407576821,1.0310444777662104
Amadou Haidara,9,RasenBallsport Leipzig,370,Bundesliga,0.24324324324324326,0.24324324324324326,0.1802318203892257,2.9189189189189193,0.1802318203892257,0.5407915895905446,0.7001908386780602
Christian Mathenia,22,Nuernberg,1933,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.08578362367831391,0.09055544314853001
Sandro Wagner,7,Bayern Munich,134,Bundesliga,0.0,0.0,0.2983262756867195,2.014925373134328,0.2983262756867195,0.32851165577546876,0.6672681640110799
Rune Jarstein,31,Hertha Berlin,2747,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.050980984930031774,0.050980984930031774
Sebastian Langkamp,21,Werder Bremen,1406,Bundesliga,0.0,0.0,0.06900632276383903,0.6401137980085349,0.06900632276383903,0.22941012229574353,0.23185980169746395
Per Skjelbred,16,Hertha Berlin,997,Bundesliga,0.0,0.0,0.04205689897224561,0.45135406218655966,0.04205689897224561,0.22052261462750863,0.2687312788521514
Fabian Lustenberger,29,Hertha Berlin,2168,Bundesliga,0.0,0.0,0.005563059392148058,0.08302583025830258,0.005563059392148058,0.1936901671334249,0.19844603448130216
Vladimir Darida,10,Hertha Berlin,365,Bundesliga,0.0,0.0,0.22708094262913478,2.219178082191781,0.22708094262913478,0.42579486384375453,0.8108878874615448
Genki Haraguchi,28,Hannover 96,2128,Bundesliga,0.0,0.0,0.09924687951964263,1.3533834586466165,0.09924687951964263,0.1332965458890325,0.32187415566995625
Niko Bungert,7,Mainz 05,286,Bundesliga,0.0,0.0,0.04270175224417574,0.3146853146853147,0.04270175224417574,0.16052992350154824,0.16052992350154824
Stefan Bell,25,Mainz 05,2250,Bundesliga,0.0,0.0,0.06786741510033609,0.68,0.06786741510033609,0.09930903349071743,0.1448864395171404
Julian Baumgartlinger,21,Bayer Leverkusen,1548,Bundesliga,0.0,0.0,0.02337316738788125,0.5813953488372092,0.02337316738788125,0.435846013255244,0.47833323976848013
Danny Latza,24,Mainz 05,1886,Bundesliga,0.0,0.0,0.1465416368055587,1.9088016967126193,0.1465416368055587,0.2375536400593683,0.4029222724076325
Pablo De Blasis,1,Mainz 05,90,Bundesliga,0.0,0.0,0.0358097106218338,1.0,0.0358097106218338,0.0358097106218338,0.10048020631074905
Christian Gentner,29,VfB Stuttgart,2027,Bundesliga,0.0,0.0,0.1238004276211928,1.2876171682289097,0.1238004276211928,0.27065551218580863,0.4170632863359376
Lukas Rupp,1,Hoffenheim,23,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.0,0.09766308590769769
Oliver Baumann,33,Hoffenheim,2970,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.24211996517172366,0.24405958294642696
Tobias Strobl,29,Borussia M.Gladbach,2291,Bundesliga,0.0,0.0,0.03195439956005824,0.2749890877346137,0.03195439956005824,0.2568486246631193,0.28101078153716746
Pirmin Schwegler,27,Hannover 96,2091,Bundesliga,0.0,0.0,0.01178921940582811,0.5164992826398852,0.01178921940582811,0.17247964752306216,0.1913512014707756
Sebastian Rudy,21,Schalke 04,1358,Bundesliga,0.0,0.0,0.013508784608018416,0.33136966126656847,0.013508784608018416,0.12011867124910998,0.17514386206086235
Ron-Robert Zieler,34,VfB Stuttgart,3060,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.085579501629314,0.08602209679563255
Edgar Prib,4,Hannover 96,203,Bundesliga,0.0,0.0,0.24048711957749472,2.6600985221674875,0.24048711957749472,0.1290013364016129,0.41584224518149937
Philipp Tschauner,1,Hannover 96,90,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philipp Bargfrede,15,Werder Bremen,1092,Bundesliga,0.0,0.0,0.010644821987415736,0.5769230769230769,0.010644821987415736,0.18993299817768758,0.2026452301684153
Fin Bartels,2,Werder Bremen,19,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.9869804978370667,0.9869804978370667
Florian Grillitsch,30,Hoffenheim,2400,Bundesliga,0.0,0.0,0.04493411073926836,1.2000000000000002,0.04493411073926836,0.5215070611448026,0.63283416274935
Levin Öztunali,15,Mainz 05,929,Bundesliga,0.0,0.0,0.04121146996909566,1.55005382131324,0.04121146996909566,0.09923284133521296,0.2286324089651665
Kevin Vogt,28,Hoffenheim,2406,Bundesliga,0.0,0.0,0.0049635639966946294,0.14962593516209477,0.0049635639966946294,0.5451541023092006,0.5470803834990299
Naldo,7,Schalke 04,630,Bundesliga,0.0,0.0,0.08561448460178717,1.2857142857142856,0.08561448460178717,0.06417274395270006,0.0890214110591582
Sebastian Jung,1,Wolfsburg,58,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.01912314878327066,0.01912314878327066
Koen Casteels,26,Wolfsburg,2299,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.1299315121506105,0.1299315121506105
Matthias Ostrzolek,18,Hannover 96,1465,Bundesliga,0.0,0.0,0.012060867399994424,0.36860068259385664,0.012060867399994424,0.12933806078222423,0.1564623571601744
Ivo Ilicevic,3,Nuernberg,35,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.07306508347392081,0.07306508347392081
Jaroslav Drobny,2,Fortuna Duesseldorf,180,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.04411394149065018,0.04411394149065018
Ömer Toprak,9,Borussia Dortmund,230,Bundesliga,0.0,0.0,0.02490778591321862,0.391304347826087,0.02490778591321862,0.09067908156177272,0.09067908156177272
Giulio Donati,9,Mainz 05,622,Bundesliga,0.0,0.0,0.013141298720499326,0.28938906752411575,0.013141298720499326,0.490290564380083,0.5428146378068296
Yann Sommer,34,Borussia M.Gladbach,3060,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.17198786112096381,0.17266564306748264
Tony Jantschke,14,Borussia M.Gladbach,930,Bundesliga,0.0,0.0,0.014781143396131454,0.3870967741935484,0.014781143396131454,0.2722413210018027,0.2722413210018027
Håvard Nordtveit,8,Hoffenheim,453,Bundesliga,0.0,0.0,0.046076978131240565,0.7947019867549668,0.046076978131240565,0.45425029187802446,0.4654194824150855
Julian Korb,12,Hannover 96,1011,Bundesliga,0.0,0.0,0.002587708238324355,0.17804154302670622,0.002587708238324355,0.2234775167323361,0.23732259117884874
Ibrahima Traoré,16,Borussia M.Gladbach,549,Bundesliga,0.0,0.0,0.13162216736522855,2.459016393442623,0.13162216736522855,0.34707091825052366,0.8986010300148217
Branimir Hrgota,1,Eintracht Frankfurt,2,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel Neuer,26,Bayern Munich,2304,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.27774337242590263,0.27774337242590263
Holger Badstuber,10,VfB Stuttgart,513,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.05812630090012885,0.05812630090012885
Jérôme Boateng,20,Bayern Munich,1695,Bundesliga,0.0,0.0,0.03135758359809365,0.7433628318584071,0.03135758359809365,0.5654614924461442,0.5694881124438438
Sebastian Rode,12,Eintracht Frankfurt,945,Bundesliga,0.0,0.0,0.05112097447826749,0.380952380952381,0.05112097447826749,0.1457453238822165,0.22308163806086492
Sven Ulreich,9,Bayern Munich,756,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.270620328374207,0.270620328374207
Ramazan Özcan,2,Bayer Leverkusen,180,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.1631590947508812,0.1631590947508812
Robert Bauer,22,Nuernberg,1730,Bundesliga,0.0,0.0,0.009066454124114762,0.4161849710982659,0.009066454124114762,0.15237455399480856,0.1651609271247952
Benjamin Hübner,10,Hoffenheim,813,Bundesliga,0.0,0.0,0.1152464029863752,0.8856088560885609,0.1152464029863752,0.3669872031825494,0.3669872031825494
Marwin Hitz,2,Borussia Dortmund,180,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.09160559624433517,0.09160559624433517
Paul Verhaegh,2,Wolfsburg,180,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.3116123117506504,0.3116123117506504
Jan-Ingwer Callsen-Bracker,1,Augsburg,5,Bundesliga,0.0,0.0,1.2824859023094177,18.0,1.2824859023094177,0.0,1.2824859023094177
Daniel Baier,33,Augsburg,2832,Bundesliga,0.0,0.0,0.019216776284846967,0.826271186440678,0.019216776284846967,0.2475123281069731,0.277193721257529
Dominik Kohr,18,Bayer Leverkusen,957,Bundesliga,0.0,0.0,0.13396035371856255,1.5047021943573669,0.13396035371856255,0.2954287828766627,0.4745216112361992
Alexander Esswein,17,VfB Stuttgart,1268,Bundesliga,0.0,0.0,0.1108118612319231,2.058359621451104,0.1108118612319231,0.14526527323569127,0.2815426225782804
Christoph Janker,4,Augsburg,69,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.18369089002194613,0.18369089002194613
Lukas Hradecky,32,Bayer Leverkusen,2880,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.18236937191977634,0.1837224811752094
Makoto Hasebe,28,Eintracht Frankfurt,2520,Bundesliga,0.0,0.0,0.002219361552436437,0.07142857142857142,0.002219361552436437,0.1641908007607396,0.18901648758245368
David Abraham,17,Eintracht Frankfurt,1423,Bundesliga,0.0,0.0,0.07190906627919166,0.3162333099086437,0.07190906627919166,0.08886190556717523,0.09520174816999524
Marc Stendera,7,Eintracht Frankfurt,98,Bundesliga,0.0,0.0,0.0,0.0,0.0,1.3907677763882946,1.3907677763882946
Mijat Gacinovic,29,Eintracht Frankfurt,1608,Bundesliga,0.0,0.0,0.08475991191842887,1.1753731343283582,0.08475991191842887,0.19869570491779873,0.3710680926017074
Marco Russ,5,Eintracht Frankfurt,377,Bundesliga,0.0,0.0,0.00969348292531006,0.23872679045092837,0.00969348292531006,0.1658598504545518,0.1658598504545518
Roman Bürki,32,Borussia Dortmund,2880,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.2737876517348923,0.2737876517348923
Sven Bender,27,Bayer Leverkusen,1999,Bundesliga,0.0,0.0,0.028996906965866633,0.6303151575787894,0.028996906965866633,0.29087774100535924,0.30435930417590645
Marcel Schmelzer,9,Borussia Dortmund,558,Bundesliga,0.0,0.0,0.02886328305448255,0.6451612903225806,0.02886328305448255,0.2124222934306148,0.28678543580275384
Shinji Kagawa,2,Borussia Dortmund,99,Bundesliga,0.0,0.0,0.42544229464097455,3.6363636363636367,0.42544229464097455,0.36452241919257433,0.7899647138335488
Pascal Stenzel,21,Freiburg,1461,Bundesliga,0.0,0.0,0.05367391017978931,1.5400410677618068,0.05367391017978931,0.2010215940126036,0.3028543042956069
Ralf Fährmann,17,Schalke 04,1469,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.05399191151059266,0.05399191151059266
Sascha Riether,1,Schalke 04,1,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Aogo,15,VfB Stuttgart,1030,Bundesliga,0.0,0.0,0.03258910889113412,0.8737864077669902,0.03258910889113412,0.20093941209313365,0.2502158405485301
Franco Di Santo,4,Schalke 04,249,Bundesliga,0.0,0.0,0.07294160908604243,1.0843373493975905,0.07294160908604243,0.14576042194413133,0.25231428982981713
Oliver Sorg,19,Hannover 96,1584,Bundesliga,0.0,0.0,0.0035164596788077192,0.2272727272727273,0.0035164596788077192,0.1132991470777514,0.12339099950622767
Gaëtan Bussmann,1,Mainz 05,90,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.10023503750562668,0.10023503750562668
Timothy Chandler,1,Eintracht Frankfurt,16,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.42608017567545176,0.42608017567545176
Uffe Bech,2,Hannover 96,13,Bundesliga,0.0,0.0,0.0,0.0,0.0,4.122722790791438,4.122722790791438
Jan Morávek,13,Augsburg,757,Bundesliga,0.0,0.0,0.0477933036249569,0.35667107001321,0.0477933036249569,0.17226581315324202,0.23478157272072733
Konstantinos Stafylidis,12,Augsburg,922,Bundesliga,0.0,0.0,0.024831107642840997,0.9761388286334056,0.024831107642840997,0.1749508726711581,0.2777477955433526
Lukas Klünter,10,Hertha Berlin,593,Bundesliga,0.0,0.0,0.02145914340464,0.7588532883642496,0.02145914340464,0.07758404491045222,0.17455209054454884
Tin Jedvaj,16,Bayer Leverkusen,1121,Bundesliga,0.0,0.0,0.060841315139307704,0.7225691347011597,0.060841315139307704,0.1727225680658585,0.23393464835491912
Aron Jóhannsson,1,Werder Bremen,1,Bundesliga,0.0,0.0,0.0,0.0,0.0,5.2287425100803375,5.2287425100803375
Thomas Kraft,4,Hertha Berlin,313,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.004030665495810799,0.004030665495810799
Benjamin Henrichs,1,Bayer Leverkusen,64,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.30168917030096054,0.30168917030096054
Andre Hoffmann,13,Fortuna Duesseldorf,1044,Bundesliga,0.0,0.0,0.033606987864035986,0.43103448275862066,0.033606987864035986,0.26786739135096815,0.2883675874307238
Peter Pekarík,3,Hertha Berlin,214,Bundesliga,0.0,0.0,0.017036022357294494,0.4205607476635514,0.017036022357294494,0.07436686526183213,0.10555322595358452
Robin Zentner,10,Mainz 05,900,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.0520646907389164,0.0520646907389164
Reece Oxford,8,Augsburg,502,Bundesliga,0.0,0.0,0.1282789242784103,0.7171314741035857,0.1282789242784103,0.10340118153666357,0.10924373671738988
Kevin Wimmer,22,Hannover 96,1676,Bundesliga,0.0,0.0,0.014280226628400545,0.16109785202863963,0.014280226628400545,0.20701316293097835,0.2123361865618668
Abdul Rahman Baba,2,Schalke 04,166,Bundesliga,0.0,0.0,0.017174089394779088,1.0843373493975905,0.017174089394779088,0.08590351206710539,0.1823095084134355
Pablo Maffeo,8,VfB Stuttgart,609,Bundesliga,0.0,0.0,0.025645399906585365,0.5911330049261083,0.025645399906585365,0.18510829836240247,0.2195082841156592
Carlos Salcedo,6,Eintracht Frankfurt,460,Bundesliga,0.0,0.0,0.010640540362700172,0.5869565217391304,0.010640540362700172,0.19727385206067044,0.19891681003829706
Niklas Moisander,30,Werder Bremen,2638,Bundesliga,0.0,0.0,0.011553051920326664,0.27293404094010615,0.011553051920326664,0.2995131180464227,0.30831600195524184
Jakub Blaszczykowski,1,Wolfsburg,11,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.1818474466827783,0.1818474466827783
Ignacio Camacho,6,Wolfsburg,540,Bundesliga,0.0,0.0,0.0393497838328282,1.0,0.0393497838328282,0.3124268806229035,0.37905061213920516
Omar Mascarell,14,Schalke 04,991,Bundesliga,0.0,0.0,0.017114119570397823,0.544904137235116,0.017114119570397823,0.1571310318134327,0.18236870729899193
Philipp Lienhart,14,Freiburg,607,Bundesliga,0.0,0.0,0.08351923520423632,0.5930807248764415,0.08351923520423632,0.16216376569287783,0.17768292763014207
Alexander Nübel,18,Schalke 04,1589,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.06957723131981228,0.06957723131981228
Iver Fossum,9,Hannover 96,453,Bundesliga,0.0,0.0,0.04019722404168142,0.9933774834437087,0.04019722404168142,0.33983684434796013,0.3733443286245232
Tim Dierßen,1,Hannover 96,12,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noah Joel Sarenren Bazee,3,Hannover 96,161,Bundesliga,0.0,0.0,0.1936838789756254,2.7950310559006213,0.1936838789756254,0.0,0.1185340466706649
Marco Fabián,1,Eintracht Frankfurt,63,Bundesliga,0.0,0.0,0.0822685073528971,1.4285714285714284,0.0822685073528971,0.0,0.0822685073528971
Jeffrey Gouweleeuw,25,Augsburg,2093,Bundesliga,0.0,0.0,0.03702450472446816,0.3010033444816054,0.03702450472446816,0.19570842328335872,0.25634868557280577
Fabian Giefer,4,Augsburg,360,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.03252565301954746,0.03252565301954746
Kevin Trapp,33,Eintracht Frankfurt,2940,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.17730084781972122,0.17730084781972122
Benjamin Stambouli,21,Schalke 04,1759,Bundesliga,0.0,0.0,0.004087493407067214,0.1534963047185901,0.004087493407067214,0.1825835289578671,0.20260191236629513
Benjamin Pavard,29,VfB Stuttgart,2610,Bundesliga,0.0,0.0,0.01411827711452698,0.41379310344827586,0.01411827711452698,0.13594244574678355,0.14137801611474876
Karim Rekik,24,Hertha Berlin,2069,Bundesliga,0.0,0.0,0.02907080025762795,0.3044949250845819,0.02907080025762795,0.14492190623932294,0.14769969815941983
Almamy Touré,7,Eintracht Frankfurt,524,Bundesliga,0.0,0.0,0.02618214015969793,0.34351145038167935,0.02618214015969793,0.2530279482593973,0.2676688783041393
Isaac Thelin,6,Bayer Leverkusen,172,Bundesliga,0.0,0.0,0.15153859698668468,2.6162790697674416,0.15153859698668468,0.1809073100949443,0.2929269489940516
Christian Günter,32,Freiburg,2880,Bundesliga,0.0,0.0,0.03542195123736747,0.9062500000000001,0.03542195123736747,0.16293804839369838,0.2513734720705543
Nicolas Höfler,18,Freiburg,1617,Bundesliga,0.0,0.0,0.03890304879764016,0.6679035250463822,0.03890304879764016,0.2291313852555013,0.31698892366465925
Stefanos Kapino,1,Werder Bremen,44,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas Beck,24,VfB Stuttgart,1787,Bundesliga,0.0,0.0,0.037812568230640976,0.604364857302742,0.037812568230640976,0.1580683197190325,0.25653290103184956
Marcel Sobottka,14,Fortuna Duesseldorf,944,Bundesliga,0.0,0.0,0.0337771653844896,0.5720338983050848,0.0337771653844896,0.29816161540743374,0.3049907525478452
Raphael Framberger,7,Augsburg,547,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.10503396790277152,0.270317648511918
Sebastian Kerk,21,Nuernberg,1184,Bundesliga,0.0,0.0,0.07700245688996604,1.3682432432432434,0.07700245688996604,0.08149640592180092,0.17700241584444065
Aarón Martín,33,Mainz 05,2880,Bundesliga,0.0,0.0,0.019330915762111545,0.5625,0.019330915762111545,0.24616937374230477,0.3191363207879476
Florian Kainz,8,Werder Bremen,373,Bundesliga,0.0,0.0,0.08605365519069794,1.9302949061662198,0.08605365519069794,0.22192578243426278,0.2986811497435973
Aymen Barkok,12,Fortuna Duesseldorf,507,Bundesliga,0.0,0.0,0.09479464786733396,0.8875739644970414,0.09479464786733396,0.16548825240523152,0.28110843041592093
Danny Blum,1,Eintracht Frankfurt,1,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan,4,Eintracht Frankfurt,175,Bundesliga,0.0,0.0,0.06364709947790417,1.0285714285714285,0.06364709947790417,0.9318858555385044,0.9955329895019532
Péter Gulácsi,33,RasenBallsport Leipzig,2930,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.1022909203665045,0.10705613931037054
Stefan Ilsanker,19,RasenBallsport Leipzig,923,Bundesliga,0.0,0.0,0.04729092290639103,0.39003250270855905,0.04729092290639103,0.12444266809285785,0.14425055427579683
Dayotchanculle Upamecano,15,RasenBallsport Leipzig,1292,Bundesliga,0.0,0.0,0.06947081032909753,0.6965944272445821,0.06947081032909753,0.18595682543589975,0.1932946358008696
Diego Demme,26,RasenBallsport Leipzig,2071,Bundesliga,0.0,0.0,0.012331179679087657,0.43457267020762913,0.012331179679087657,0.37018382739237915,0.46721890687453244
László Bénes,1,Borussia M.Gladbach,25,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georg Teigl,6,Augsburg,291,Bundesliga,0.0,0.0,0.010181810591638703,0.30927835051546393,0.010181810591638703,0.029923009503748002,0.07317421458584746
Andreas Luthe,15,Augsburg,1311,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.104593010597971,0.104593010597971
Alexander Schwolow,33,Freiburg,2970,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.047502545780982036,0.048092283393171696
Lukas Kübler,16,Freiburg,1185,Bundesliga,0.0,0.0,0.014739791049232964,0.45569620253164556,0.014739791049232964,0.20487862848971464,0.2631004548431197
Amir Abrashi,10,Freiburg,793,Bundesliga,0.0,0.0,0.021916828969726045,0.7944514501891552,0.021916828969726045,0.2107058249150895,0.22798057685489914
Gerrit Holtmann,4,Mainz 05,141,Bundesliga,0.0,0.0,0.07296116665956823,1.2765957446808511,0.07296116665956823,0.022857262099042853,0.3191008751696729
Michael Esser,32,Hannover 96,2880,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.08545904443599284,0.09113452606834473
Gregor Kobel,17,"Augsburg,Hoffenheim",1479,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.034257041603991754,0.034257041603991754
Florian Baak,1,Hertha Berlin,1,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arne Maier,24,Hertha Berlin,2072,Bundesliga,0.0,0.0,0.033743164248577526,0.8687258687258687,0.033743164248577526,0.3327611213618292,0.40535734525007927
Gian-Luca Itter,2,Wolfsburg,91,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.5664586693375976,0.5664586693375976
Taleb Tawatha,3,Eintracht Frankfurt,128,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.05661775474436581,0.05661775474436581
Pal Dardai,7,Hertha Berlin,106,Bundesliga,0.0,0.0,0.025979625061154362,0.8490566037735848,0.025979625061154362,0.17713591737567258,0.47323512053995764
Jeffrey Bruma,9,Schalke 04,620,Bundesliga,0.0,0.0,0.006931475393714444,0.2903225806451613,0.006931475393714444,0.03475947503841693,0.03475947503841693
Florian Müller,24,Mainz 05,2160,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.08375859664132197,0.08458660725348938
Stefan Posch,17,Hoffenheim,1408,Bundesliga,0.0,0.0,0.019174796318772926,0.3196022727272727,0.019174796318772926,0.4394853257955137,0.440185922647784
Marco Friedl,7,Werder Bremen,473,Bundesliga,0.0,0.0,0.007233668205349944,0.19027484143763215,0.007233668205349944,0.3154324144755055,0.32266608551617154
Simon Falette,7,Eintracht Frankfurt,603,Bundesliga,0.0,0.0,0.008811852130204884,0.44776119402985076,0.008811852130204884,0.21621373106739414,0.22162865124531647
Hamza Mendyl,9,Schalke 04,543,Bundesliga,0.0,0.0,0.016315205187346398,0.49723756906077343,0.016315205187346398,0.09057484134949373,0.10412718848587729
Dennis Geiger,4,Hoffenheim,244,Bundesliga,0.0,0.0,0.07604173033452426,1.4754098360655739,0.07604173033452426,0.18021557907589147,0.38368500891279006
Jiri Pavlenka,34,Werder Bremen,2981,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.08763001911799528,0.08763001911799528
Marcin Kaminski,27,Fortuna Duesseldorf,2430,Bundesliga,0.0,0.0,0.033914414406926545,0.2962962962962963,0.033914414406926545,0.15949739305371488,0.16441529002730493
Takuma Asano,13,Hannover 96,707,Bundesliga,0.0,0.0,0.1686502611093339,1.654879773691655,0.1686502611093339,0.032728171184174246,0.2380272248151279
Chadrac Akolo,16,VfB Stuttgart,513,Bundesliga,0.0,0.0,0.16354256979467577,2.4561403508771926,0.16354256979467577,0.16875514074375755,0.3999102050275134
Berkay Özcan,3,VfB Stuttgart,47,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.11266541924882445,0.11266541924882445
Felix Uduokhai,11,Wolfsburg,229,Bundesliga,0.0,0.0,0.005242732194898951,0.3930131004366812,0.005242732194898951,0.306029621365289,0.306029621365289
Yvon Mvogo,2,RasenBallsport Leipzig,130,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Kleindienst,4,Freiburg,198,Bundesliga,0.0,0.0,0.31398986212231894,2.2727272727272725,0.31398986212231894,0.01765411855144934,0.09924076497554779
