name,World Cup xG,World Cup goals,games,team_title,time,League,goals per 90 mins,npg per 90 mins,npxG per 90 mins,shots per 90 mins,xG per 90 mins,xGBuildup per 90 mins,xGChain per 90 mins
Koke,0.17,0,1.0,Levante,90.0,La Liga,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kylian Mbappe-Lottin,0.93,4,29.0,Paris Saint Germain,2334.0,Ligue 1,1.2724935732647815,1.2339331619537277,1.0926175229538682,4.820051413881749,1.1512366892975832,0.3217342948651176,1.4912389983018446
Leon Goretzka,0.26,0,30.0,Bayern Munich,2008.0,Bundesliga,0.35856573705179284,0.35856573705179284,0.3187690111270464,2.4651394422310755,0.3187690111270464,0.6042657759359692,0.9319792890854448
Lionel Messi,1.2300000000000002,1,34.0,Barcelona,2704.0,La Liga,1.198224852071006,1.0650887573964496,0.7415982983598607,5.65828402366864,0.8652903906416873,0.35609907923905537,1.2800994717113718
Lucas Biglia,0.11,0,16.0,AC Milan,1112.0,Serie A,0.08093525179856116,0.08093525179856116,0.01944195164246953,0.5665467625899281,0.01944195164246953,0.4485421987893663,0.4797801477901584
Lucas Hernández,0.24,0,14.0,Atletico Madrid,1119.0,La Liga,0.08042895442359249,0.08042895442359249,0.057386680888186825,0.4021447721179625,0.057386680888186825,0.17829563181557698,0.2327552659751663
Lucas Torreira,0.06,0,34.0,Arsenal,2366.0,English Premier League,0.0760777683854607,0.0760777683854607,0.0685211298995142,0.9509721048182588,0.0685211298995142,0.34305520143142626,0.42454116079493387
Ludwig Augustinsson,0.17,1,34.0,Werder Bremen,3032.0,Bundesliga,0.029683377308707126,0.029683377308707126,0.04808113731488114,0.6233509234828496,0.04808113731488114,0.2942258000341895,0.3370474260804148
Luis Advíncula,0.13,0,28.0,Rayo Vallecano,2394.0,La Liga,0.03759398496240601,0.03759398496240601,0.03749308001278038,0.6390977443609023,0.03749308001278038,0.18281267287167616,0.25811928944116025
Luis Muriel,0.19,1,6.0,Sevilla,110.0,La Liga,0.8181818181818181,0.8181818181818181,0.2446462959051132,3.2727272727272725,0.2446462959051132,0.4815236709334634,0.8330334319987079
Luis Muriel,0.19,1,19.0,Fiorentina,1443.0,Serie A,0.37422037422037424,0.37422037422037424,0.2266020828126126,2.869022869022869,0.2266020828126126,0.08689241201119215,0.3333443401695041
Luis Suárez,0.8500000000000001,2,33.0,Barcelona,2832.0,La Liga,0.6673728813559322,0.5402542372881356,0.6807665279435025,3.5593220338983054,0.7752469067177656,0.3933715750265993,1.1697544554501016
Luka Modric,0.8900000000000001,4,34.0,Real Madrid,2628.0,La Liga,0.10273972602739724,0.10273972602739724,0.10072067622350504,1.2671232876712328,0.10072067622350504,0.3877156399420067,0.52373697521956
Lukasz Piszczek,0.06,0,20.0,Borussia Dortmund,1764.0,Bundesliga,0.051020408163265314,0.051020408163265314,0.02632269502750465,0.6122448979591837,0.02632269502750465,0.4124762057991964,0.5052421981354758
